model,datatype,sort_mode,rmse,mae,mape,acc@10,acc@20,acc@30,hidden,embedding,num_head,num_block,stop_epoch,train_time,test_time,batch,lr,epoch,train_mode,time,is_test
RankPETA,order,pnn_idx,13.247025065866792,10.216498374938965,0.9124001860618591,0.5738396624472574,0.8860759493670886,0.9620253164556962,8,32,2,2,30,gcn,gru,64,0.001,1000,sort,2023-12-16 09:29:16,False
RankPETA,order,pnn_idx,12.081568376398561,9.391809463500977,0.7901566028594971,0.6160337552742616,0.9156118143459916,0.9746835443037974,8,32,2,2,33,gcn,gru,64,0.001,1000,sort,2023-12-16 09:33:39,False
RankPETA,order,pnn_idx,11.733431558486854,9.124711990356445,0.8556819558143616,0.6413502109704642,0.919831223628692,0.9831223628691983,8,32,2,2,92,gcn,gru,64,0.001,1000,sort,2023-12-16 10:04:37,False
RankPETA,order,pnn_idx,14.238758672551349,10.96190357208252,0.9803740978240967,0.5527426160337553,0.8607594936708861,0.9662447257383966,8,32,2,2,33,gcn,tft,64,0.001,1000,sort,2023-12-16 10:22:23,False
RankPETA,order,pnn_idx,11.766084740561336,9.068883895874023,0.7063025236129761,0.6666666666666666,0.9282700421940928,0.9746835443037974,8,32,2,2,37,gcn,tft,64,0.001,1000,sort,2023-12-16 10:35:10,False
RankPETA,order,pnn_idx,12.631774897477666,9.502424240112305,0.7772140502929688,0.6244725738396625,0.9029535864978903,0.9789029535864979,8,32,2,2,42,gcn,tft,64,0.001,1000,sort,2023-12-16 10:38:22,False
RankPETA,order,pnn_idx,15.136824596404118,12.09268856048584,1.0902104377746582,0.47257383966244726,0.8354430379746836,0.9662447257383966,8,32,2,2,29,gcn,tft,64,0.001,1000,sort,2023-12-16 10:51:53,False
RankPETA,order,pnn_idx,13.85842427774219,10.83906078338623,0.9668151140213013,0.5232067510548524,0.8776371308016878,0.9620253164556962,8,32,2,2,25,gatv2,tft,64,0.001,1000,sort,2023-12-16 11:17:42,False
RankPETA,order,pnn_idx,13.553193586623205,10.701898574829102,0.8838579654693604,0.5864978902953587,0.8607594936708861,0.9704641350210971,8,32,2,2,35,gcn,tft,64,0.001,1000,sort,2023-12-16 11:20:28,False
RankPETA,order,pnn_idx,13.087047527547277,9.943134307861328,0.7800841927528381,0.6329113924050633,0.8860759493670886,0.9704641350210971,8,32,2,2,31,gatv2,tft,64,0.001,1000,sort,2023-12-16 11:31:18,False
RankPETA,order,pnn_idx,12.044147662658487,9.386821746826172,0.8048596978187561,0.6413502109704642,0.9282700421940928,0.9789029535864979,8,32,2,2,29,gatv2,gru,64,0.001,1000,sort,2023-12-16 11:44:46,False
RankPETA,order,pnn_idx,11.967441895716217,9.422630310058594,0.7722835540771484,0.6371308016877637,0.9324894514767933,0.9789029535864979,8,32,2,2,18,gatv2,gru,64,0.001,1000,sort,2023-12-16 11:53:18,False
RankPETA,order,pnn_idx,15.983811772212887,12.680746078491211,1.1753087043762207,0.45569620253164556,0.8016877637130801,0.9451476793248945,8,32,2,2,39,gatv2,tft,64,0.001,1000,sort,2023-12-16 11:56:19,False
