dataset,min_task_num,max_task_num,eval_min,eval_max,model,hidden_size,num_epoch,batch_size,lr,wd,early_stop,is_test,log_time,lsd,lmd,krc,hr@1,hr@2,hr@3,hr@4,hr@5,hr@6,hr@7,hr@8,hr@9,hr@10,ed,acc@1,acc@2,acc@3,acc@4,acc@5,acc@6,acc@7,acc@8,acc@9,acc@10
food_pd,0,25,1,11,graph2route_pd,8,2,64,0.001,1e-05,10,False,20:57:2,0.9103425985778928,0.5515406162464986,0.6592544710191769,0.6018099547511312,0.8438914027149321,0.8846153846153846,0.9291101055806938,0.9422322775263953,0.950075414781297,0.9517991812109459,0.9525263951734539,0.9530920060331824,0.9530920060331824,1.2217194570135748,0.6018099547511312,0.5203619909502263,0.46153846153846156,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774
food_pd,0,25,1,25,graph2route_pd,8,2,64,0.001,1e-05,10,False,20:57:2,0.9103425985778928,0.5515406162464986,0.6592544710191769,0.6018099547511312,0.8438914027149321,0.8846153846153846,0.9291101055806938,0.9422322775263953,0.950075414781297,0.9517991812109459,0.9525263951734539,0.9530920060331824,0.9530920060331824,1.2217194570135748,0.6018099547511312,0.5203619909502263,0.46153846153846156,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774
food_pd,0,25,1,11,graph2route_pd,8,2,64,0.001,1e-05,10,False,6:5:25,0.9103425985778928,0.5515406162464986,0.6592544710191769,0.6018099547511312,0.8438914027149321,0.8846153846153846,0.9291101055806938,0.9422322775263953,0.950075414781297,0.9517991812109459,0.9525263951734539,0.9530920060331824,0.9530920060331824,1.2217194570135748,0.6018099547511312,0.5203619909502263,0.46153846153846156,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774
food_pd,0,25,1,25,graph2route_pd,8,2,64,0.001,1e-05,10,False,6:5:25,0.9103425985778928,0.5515406162464986,0.6592544710191769,0.6018099547511312,0.8438914027149321,0.8846153846153846,0.9291101055806938,0.9422322775263953,0.950075414781297,0.9517991812109459,0.9525263951734539,0.9530920060331824,0.9530920060331824,1.2217194570135748,0.6018099547511312,0.5203619909502263,0.46153846153846156,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774
food_pd,0,25,1,11,graph2route_pd,8,2,64,0.001,1e-05,10,False,6:6:24,0.9103425985778928,0.5515406162464986,0.6592544710191769,0.6018099547511312,0.8438914027149321,0.8846153846153846,0.9291101055806938,0.9422322775263953,0.950075414781297,0.9517991812109459,0.9525263951734539,0.9530920060331824,0.9530920060331824,1.2217194570135748,0.6018099547511312,0.5203619909502263,0.46153846153846156,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774
food_pd,0,25,1,25,graph2route_pd,8,2,64,0.001,1e-05,10,False,6:6:24,0.9103425985778928,0.5515406162464986,0.6592544710191769,0.6018099547511312,0.8438914027149321,0.8846153846153846,0.9291101055806938,0.9422322775263953,0.950075414781297,0.9517991812109459,0.9525263951734539,0.9530920060331824,0.9530920060331824,1.2217194570135748,0.6018099547511312,0.5203619909502263,0.46153846153846156,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774
food_pd,0,25,1,11,graph2route_pd,8,2,64,0.001,1e-05,10,False,6:12:30,0.9103425985778928,0.5515406162464986,0.6592544710191769,0.6018099547511312,0.8438914027149321,0.8846153846153846,0.9291101055806938,0.9422322775263953,0.950075414781297,0.9517991812109459,0.9525263951734539,0.9530920060331824,0.9530920060331824,1.2217194570135748,0.6018099547511312,0.5203619909502263,0.46153846153846156,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774
food_pd,0,25,1,25,graph2route_pd,8,2,64,0.001,1e-05,10,False,6:12:30,0.9103425985778928,0.5515406162464986,0.6592544710191769,0.6018099547511312,0.8438914027149321,0.8846153846153846,0.9291101055806938,0.9422322775263953,0.950075414781297,0.9517991812109459,0.9525263951734539,0.9530920060331824,0.9530920060331824,1.2217194570135748,0.6018099547511312,0.5203619909502263,0.46153846153846156,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774
food_pd,0,25,1,11,graph2route_pd,8,2,64,0.001,1e-05,10,False,6:15:33,0.9103425985778928,0.5515406162464986,0.6592544710191769,0.6018099547511312,0.8438914027149321,0.8846153846153846,0.9291101055806938,0.9422322775263953,0.950075414781297,0.9517991812109459,0.9525263951734539,0.9530920060331824,0.9530920060331824,1.2217194570135748,0.6018099547511312,0.5203619909502263,0.46153846153846156,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774
food_pd,0,25,1,25,graph2route_pd,8,2,64,0.001,1e-05,10,False,6:15:33,0.9103425985778928,0.5515406162464986,0.6592544710191769,0.6018099547511312,0.8438914027149321,0.8846153846153846,0.9291101055806938,0.9422322775263953,0.950075414781297,0.9517991812109459,0.9525263951734539,0.9530920060331824,0.9530920060331824,1.2217194570135748,0.6018099547511312,0.5203619909502263,0.46153846153846156,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774
food_pd,0,25,1,11,graph2route_pd,8,2,64,0.001,1e-05,10,False,6:26:23,0.9103425985778928,0.5515406162464986,0.6592544710191769,0.6018099547511312,0.8438914027149321,0.8846153846153846,0.9291101055806938,0.9422322775263953,0.950075414781297,0.9517991812109459,0.9525263951734539,0.9530920060331824,0.9530920060331824,1.2217194570135748,0.6018099547511312,0.5203619909502263,0.46153846153846156,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774
food_pd,0,25,1,25,graph2route_pd,8,2,64,0.001,1e-05,10,False,6:26:23,0.9103425985778928,0.5515406162464986,0.6592544710191769,0.6018099547511312,0.8438914027149321,0.8846153846153846,0.9291101055806938,0.9422322775263953,0.950075414781297,0.9517991812109459,0.9525263951734539,0.9530920060331824,0.9530920060331824,1.2217194570135748,0.6018099547511312,0.5203619909502263,0.46153846153846156,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774
food_pd,0,25,1,11,graph2route_pd,8,2,64,0.001,1e-05,10,False,6:38:57,0.9103425985778928,0.5515406162464986,0.6592544710191769,0.6018099547511312,0.8438914027149321,0.8846153846153846,0.9291101055806938,0.9422322775263953,0.950075414781297,0.9517991812109459,0.9525263951734539,0.9530920060331824,0.9530920060331824,1.2217194570135748,0.6018099547511312,0.5203619909502263,0.46153846153846156,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774
food_pd,0,25,1,25,graph2route_pd,8,2,64,0.001,1e-05,10,False,6:38:57,0.9103425985778928,0.5515406162464986,0.6592544710191769,0.6018099547511312,0.8438914027149321,0.8846153846153846,0.9291101055806938,0.9422322775263953,0.950075414781297,0.9517991812109459,0.9525263951734539,0.9530920060331824,0.9530920060331824,1.2217194570135748,0.6018099547511312,0.5203619909502263,0.46153846153846156,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774
food_pd,0,25,1,11,graph2route_pd,8,2,64,0.001,1e-05,10,False,22:12:58,0.9103425985778928,0.5515406162464986,0.6592544710191769,0.6018099547511312,0.8438914027149321,0.8846153846153846,0.9291101055806938,0.9422322775263953,0.950075414781297,0.9517991812109459,0.9525263951734539,0.9530920060331824,0.9530920060331824,1.2217194570135748,0.6018099547511312,0.5203619909502263,0.46153846153846156,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774
food_pd,0,25,1,25,graph2route_pd,8,2,64,0.001,1e-05,10,False,22:12:58,0.9103425985778928,0.5515406162464986,0.6592544710191769,0.6018099547511312,0.8438914027149321,0.8846153846153846,0.9291101055806938,0.9422322775263953,0.950075414781297,0.9517991812109459,0.9525263951734539,0.9530920060331824,0.9530920060331824,1.2217194570135748,0.6018099547511312,0.5203619909502263,0.46153846153846156,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774
food_pd,0,25,1,11,graph2route_pd,8,2,64,0.001,1e-05,10,False,22:20:5,0.9103425985778928,0.5515406162464986,0.6592544710191769,0.6018099547511312,0.8438914027149321,0.8846153846153846,0.9291101055806938,0.9422322775263953,0.950075414781297,0.9517991812109459,0.9525263951734539,0.9530920060331824,0.9530920060331824,1.2217194570135748,0.6018099547511312,0.5203619909502263,0.46153846153846156,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774
food_pd,0,25,1,25,graph2route_pd,8,2,64,0.001,1e-05,10,False,22:20:5,0.9103425985778928,0.5515406162464986,0.6592544710191769,0.6018099547511312,0.8438914027149321,0.8846153846153846,0.9291101055806938,0.9422322775263953,0.950075414781297,0.9517991812109459,0.9525263951734539,0.9530920060331824,0.9530920060331824,1.2217194570135748,0.6018099547511312,0.5203619909502263,0.46153846153846156,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774
food_pd,0,25,1,11,graph2route_pd,8,2,64,0.001,1e-05,10,False,21:41:21,0.9103425985778928,0.5515406162464986,0.6592544710191769,0.6018099547511312,0.8438914027149321,0.8846153846153846,0.9291101055806938,0.9422322775263953,0.950075414781297,0.9517991812109459,0.9525263951734539,0.9530920060331824,0.9530920060331824,1.2217194570135748,0.6018099547511312,0.5203619909502263,0.46153846153846156,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774
food_pd,0,25,1,25,graph2route_pd,8,2,64,0.001,1e-05,10,False,21:41:21,0.9103425985778928,0.5515406162464986,0.6592544710191769,0.6018099547511312,0.8438914027149321,0.8846153846153846,0.9291101055806938,0.9422322775263953,0.950075414781297,0.9517991812109459,0.9525263951734539,0.9530920060331824,0.9530920060331824,1.2217194570135748,0.6018099547511312,0.5203619909502263,0.46153846153846156,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774
food_pd,0,25,1,11,graph2route_pd,8,2,64,0.001,1e-05,10,False,2:29:42,0.9103425985778928,0.5515406162464986,0.6592544710191769,0.6018099547511312,0.8438914027149321,0.8846153846153846,0.9291101055806938,0.9422322775263953,0.950075414781297,0.9517991812109459,0.9525263951734539,0.9530920060331824,0.9530920060331824,1.2217194570135748,0.6018099547511312,0.5203619909502263,0.46153846153846156,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774
food_pd,0,25,1,25,graph2route_pd,8,2,64,0.001,1e-05,10,False,2:29:42,0.9103425985778928,0.5515406162464986,0.6592544710191769,0.6018099547511312,0.8438914027149321,0.8846153846153846,0.9291101055806938,0.9422322775263953,0.950075414781297,0.9517991812109459,0.9525263951734539,0.9530920060331824,0.9530920060331824,1.2217194570135748,0.6018099547511312,0.5203619909502263,0.46153846153846156,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774
food_pd,0,25,1,11,graph2route_pd,8,2,64,0.001,1e-05,10,False,1:23:10,0.9519176901529842,0.5763520792932558,0.630968900380665,0.5746606334841629,0.830316742081448,0.8793363499245853,0.9234539969834087,0.9363499245852187,0.9432880844645551,0.9450118508942038,0.9463046757164404,0.9463046757164404,0.9463046757164404,1.2850678733031675,0.5746606334841629,0.497737556561086,0.4298642533936652,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905
food_pd,0,25,1,25,graph2route_pd,8,2,64,0.001,1e-05,10,False,1:23:10,0.9519176901529842,0.5763520792932558,0.630968900380665,0.5746606334841629,0.830316742081448,0.8793363499245853,0.9234539969834087,0.9363499245852187,0.9432880844645551,0.9450118508942038,0.9463046757164404,0.9463046757164404,0.9463046757164404,1.2850678733031675,0.5746606334841629,0.497737556561086,0.4298642533936652,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905
food_pd,0,25,1,11,graph2route_pd,8,2,64,0.001,1e-05,10,False,1:24:25,0.9519176901529842,0.5763520792932558,0.630968900380665,0.5746606334841629,0.830316742081448,0.8793363499245853,0.9234539969834087,0.9363499245852187,0.9432880844645551,0.9450118508942038,0.9463046757164404,0.9463046757164404,0.9463046757164404,1.2850678733031675,0.5746606334841629,0.497737556561086,0.4298642533936652,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905
food_pd,0,25,1,25,graph2route_pd,8,2,64,0.001,1e-05,10,False,1:24:25,0.9519176901529842,0.5763520792932558,0.630968900380665,0.5746606334841629,0.830316742081448,0.8793363499245853,0.9234539969834087,0.9363499245852187,0.9432880844645551,0.9450118508942038,0.9463046757164404,0.9463046757164404,0.9463046757164404,1.2850678733031675,0.5746606334841629,0.497737556561086,0.4298642533936652,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905
food_pd,0,25,1,11,graph2route_pd,8,2,64,0.001,1e-05,10,False,1:29:12,0.9519176901529842,0.5763520792932558,0.630968900380665,0.5746606334841629,0.830316742081448,0.8793363499245853,0.9234539969834087,0.9363499245852187,0.9432880844645551,0.9450118508942038,0.9463046757164404,0.9463046757164404,0.9463046757164404,1.2850678733031675,0.5746606334841629,0.497737556561086,0.4298642533936652,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905
food_pd,0,25,1,25,graph2route_pd,8,2,64,0.001,1e-05,10,False,1:29:12,0.9519176901529842,0.5763520792932558,0.630968900380665,0.5746606334841629,0.830316742081448,0.8793363499245853,0.9234539969834087,0.9363499245852187,0.9432880844645551,0.9450118508942038,0.9463046757164404,0.9463046757164404,0.9463046757164404,1.2850678733031675,0.5746606334841629,0.497737556561086,0.4298642533936652,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905
food_pd,0,25,1,11,graph2route_pd,8,2,64,0.001,1e-05,10,False,1:30:32,0.9519176901529842,0.5763520792932558,0.630968900380665,0.5746606334841629,0.830316742081448,0.8793363499245853,0.9234539969834087,0.9363499245852187,0.9432880844645551,0.9450118508942038,0.9463046757164404,0.9463046757164404,0.9463046757164404,1.2850678733031675,0.5746606334841629,0.497737556561086,0.4298642533936652,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905
food_pd,0,25,1,25,graph2route_pd,8,2,64,0.001,1e-05,10,False,1:30:32,0.9519176901529842,0.5763520792932558,0.630968900380665,0.5746606334841629,0.830316742081448,0.8793363499245853,0.9234539969834087,0.9363499245852187,0.9432880844645551,0.9450118508942038,0.9463046757164404,0.9463046757164404,0.9463046757164404,1.2850678733031675,0.5746606334841629,0.497737556561086,0.4298642533936652,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905
food_pd,0,25,1,11,graph2route_pd,8,2,64,0.001,1e-05,10,False,1:35:10,0.9519176901529842,0.5763520792932558,0.630968900380665,0.5746606334841629,0.830316742081448,0.8793363499245853,0.9234539969834087,0.9363499245852187,0.9432880844645551,0.9450118508942038,0.9463046757164404,0.9463046757164404,0.9463046757164404,1.2850678733031675,0.5746606334841629,0.497737556561086,0.4298642533936652,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905
food_pd,0,25,1,25,graph2route_pd,8,2,64,0.001,1e-05,10,False,1:35:10,0.9519176901529842,0.5763520792932558,0.630968900380665,0.5746606334841629,0.830316742081448,0.8793363499245853,0.9234539969834087,0.9363499245852187,0.9432880844645551,0.9450118508942038,0.9463046757164404,0.9463046757164404,0.9463046757164404,1.2850678733031675,0.5746606334841629,0.497737556561086,0.4298642533936652,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905
food_pd,0,25,1,11,graph2route_pd,8,2,64,0.001,1e-05,10,False,2:20:50,0.9519176901529842,0.5763520792932558,0.630968900380665,0.5746606334841629,0.830316742081448,0.8793363499245853,0.9234539969834087,0.9363499245852187,0.9432880844645551,0.9450118508942038,0.9463046757164404,0.9463046757164404,0.9463046757164404,1.2850678733031675,0.5746606334841629,0.497737556561086,0.4298642533936652,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905
food_pd,0,25,1,25,graph2route_pd,8,2,64,0.001,1e-05,10,False,2:20:50,0.9519176901529842,0.5763520792932558,0.630968900380665,0.5746606334841629,0.830316742081448,0.8793363499245853,0.9234539969834087,0.9363499245852187,0.9432880844645551,0.9450118508942038,0.9463046757164404,0.9463046757164404,0.9463046757164404,1.2850678733031675,0.5746606334841629,0.497737556561086,0.4298642533936652,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905
food_pd,0,25,1,11,graph2route_pd,8,2,64,0.001,1e-05,10,False,2:27:7,0.9703512174100409,0.5879659556130143,0.6330388565682684,0.5746606334841629,0.8212669683257918,0.8823529411764706,0.9219457013574661,0.934841628959276,0.9417797888386124,0.9435035552682612,0.9447963800904978,0.9447963800904978,0.9447963800904978,1.2986425339366516,0.5746606334841629,0.4796380090497738,0.42081447963800905,0.416289592760181,0.416289592760181,0.416289592760181,0.416289592760181,0.416289592760181,0.416289592760181,0.416289592760181
food_pd,0,25,1,25,graph2route_pd,8,2,64,0.001,1e-05,10,False,2:27:7,0.9703512174100409,0.5879659556130143,0.6330388565682684,0.5746606334841629,0.8212669683257918,0.8823529411764706,0.9219457013574661,0.934841628959276,0.9417797888386124,0.9435035552682612,0.9447963800904978,0.9447963800904978,0.9447963800904978,1.2986425339366516,0.5746606334841629,0.4796380090497738,0.42081447963800905,0.416289592760181,0.416289592760181,0.416289592760181,0.416289592760181,0.416289592760181,0.416289592760181,0.416289592760181
food_pd,0,25,1,11,graph2route_pd,8,2,64,0.001,1e-05,10,False,2:28:19,0.9624757595345831,0.5808769661710838,0.6273489908784026,0.5746606334841629,0.8257918552036199,0.8778280542986425,0.9219457013574661,0.9348416289592761,0.9417797888386125,0.9435035552682612,0.9447963800904978,0.9447963800904978,0.9447963800904978,1.2895927601809956,0.5746606334841629,0.49321266968325794,0.4253393665158371,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905
food_pd,0,25,1,25,graph2route_pd,8,2,64,0.001,1e-05,10,False,2:28:19,0.9624757595345831,0.5808769661710838,0.6273489908784026,0.5746606334841629,0.8257918552036199,0.8778280542986425,0.9219457013574661,0.9348416289592761,0.9417797888386125,0.9435035552682612,0.9447963800904978,0.9447963800904978,0.9447963800904978,1.2895927601809956,0.5746606334841629,0.49321266968325794,0.4253393665158371,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905
food_pd,0,25,1,11,graph2route_pd,8,2,64,0.001,1e-05,10,False,20:10:23,0.9103425985778928,0.5515406162464986,0.6592544710191769,0.6018099547511312,0.8438914027149321,0.8846153846153846,0.9291101055806938,0.9422322775263953,0.950075414781297,0.9517991812109459,0.9525263951734539,0.9530920060331824,0.9530920060331824,1.2217194570135748,0.6018099547511312,0.5203619909502263,0.46153846153846156,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774
food_pd,0,25,1,25,graph2route_pd,8,2,64,0.001,1e-05,10,False,20:10:23,0.9103425985778928,0.5515406162464986,0.6592544710191769,0.6018099547511312,0.8438914027149321,0.8846153846153846,0.9291101055806938,0.9422322775263953,0.950075414781297,0.9517991812109459,0.9525263951734539,0.9530920060331824,0.9530920060331824,1.2217194570135748,0.6018099547511312,0.5203619909502263,0.46153846153846156,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774,0.4479638009049774
food_pd,0,25,1,11,graph2route_pd,8,2,64,0.001,1e-05,10,False,22:1:59,0.9624757595345831,0.5808769661710838,0.6273489908784026,0.5746606334841629,0.8257918552036199,0.8778280542986425,0.9219457013574661,0.9348416289592761,0.9417797888386125,0.9435035552682612,0.9447963800904978,0.9447963800904978,0.9447963800904978,1.2895927601809956,0.5746606334841629,0.49321266968325794,0.4253393665158371,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905
food_pd,0,25,1,25,graph2route_pd,8,2,64,0.001,1e-05,10,False,22:1:59,0.9624757595345831,0.5808769661710838,0.6273489908784026,0.5746606334841629,0.8257918552036199,0.8778280542986425,0.9219457013574661,0.9348416289592761,0.9417797888386125,0.9435035552682612,0.9447963800904978,0.9447963800904978,0.9447963800904978,1.2895927601809956,0.5746606334841629,0.49321266968325794,0.4253393665158371,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905,0.42081447963800905
